nky@facial	nky@	00:08:12.730	492.73	00:08:12.990	492.99	00:00:00.260	0.26	отведение взгляда вверх влево
nky@facial	nky@	00:08:16.440	496.44	00:08:19.970	499.97	00:00:03.530	3.53	отведение взгляда вверх, вправо и влево
nky@facial-meaning	nky@	00:07:31.090	451.09	00:07:32.290	452.29	00:00:01.200	1.2	акцент на фразу
nky@facial-meaning	nky@	00:07:39.145	459.145	00:07:39.575	459.575	00:00:00.430	0.43	акцент на фразу
nky@facial-meaning	nky@	00:07:44.585	464.585	00:07:45.475	465.475	00:00:00.890	0.89	недосказанная мысль
nky@facial-meaning	nky@	00:07:46.830	466.83	00:07:48.590	468.59	00:00:01.760	1.76	задействование памяти
nky@facial-meaning	nky@	00:07:56.640	476.64	00:07:59.070	479.07	00:00:02.430	2.43	задействование памяти
nky@facial-meaning	nky@	00:08:00.642	480.642	00:08:03.602	483.602	00:00:02.960	2.96	приятные воспоминания
nky@facial-meaning	nky@	00:08:05.070	485.07	00:08:07.087	487.087	00:00:02.017	2.017	задействование памяти
nky@facial-meaning	nky@	00:08:12.730	492.73	00:08:12.990	492.99	00:00:00.260	0.26	задействование памяти
nky@facial-meaning	nky@	00:08:16.440	496.44	00:08:19.970	499.97	00:00:03.530	3.53	задействование памяти
